groupId,foodId,indexId,tagnames,refuse,enerc,enercKcal,water,protcaa,prot,fatnlea,chole,fat,choavlm,choavl,choavldf,fib,polyl,chocdf,oa,ash,na,k,ca,mg,p,fe,zn,cu,mn,id,se,cr,mo,retol,carta,cartb,crypxb,cartbeq,vitaRae,vitD,tocphA,tocphB,tocphG,tocphD,vitK,thia,ribf,nia,ne,vitB6A,vitB12,fol,pantac,biot,vitC,alc,naclEq
,,,,%,kJ,kcal,g,g,g,g,mg,g,g,g,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,mg,mg,mg,mg,μg,mg,mg,mg,mg,mg,μg,μg,mg,μg,mg,g,g
